Date,Close/Last,Volume,Open,High,Low
01/08/2025,$394.94,73038810,$392.95,$402.4999,$387.40
01/07/2025,$394.36,75699530,$405.83,$414.33,$390.00
01/06/2025,$411.05,85516530,$423.20,$426.43,$401.70
01/03/2025,$410.44,95423330,$381.48,$411.8799,$379.45
01/02/2025,$379.28,109710700,$390.10,$392.7299,$373.04
12/31/2024,$403.84,76825120,$423.79,$427.93,$402.54
12/30/2024,$417.41,64941010,$419.40,$427.00,$415.75
12/27/2024,$431.66,82666820,$449.52,$450.00,$426.50
12/26/2024,$454.13,76651210,$465.16,$465.3299,$451.02
12/24/2024,$462.28,59551750,$435.90,$462.78,$435.14
12/23/2024,$430.60,72698060,$431.00,$434.51,$415.4112
12/20/2024,$421.06,132216200,$425.505,$447.08,$417.64
12/19/2024,$436.17,118566100,$451.88,$456.36,$420.02
12/18/2024,$440.13,149340800,$466.495,$488.5399,$427.01
12/17/2024,$479.86,131223000,$475.90,$483.99,$457.5101
12/16/2024,$463.02,114083800,$441.09,$463.19,$436.15
12/13/2024,$436.23,89000160,$420.00,$436.30,$415.71
12/12/2024,$418.10,87752230,$424.84,$429.30,$415.00
12/11/2024,$424.77,104287600,$409.70,$424.88,$402.38
12/10/2024,$400.99,97563580,$392.68,$409.73,$390.85
12/09/2024,$389.79,96359170,$397.61,$404.80,$378.01
12/06/2024,$389.22,81455830,$377.42,$389.49,$370.80
12/05/2024,$369.49,81403570,$359.87,$375.43,$359.50
12/04/2024,$357.93,50810870,$353.00,$358.10,$348.60
12/03/2024,$351.42,58267200,$351.80,$355.69,$348.20
12/02/2024,$357.09,77986480,$352.38,$360.00,$351.1501
11/29/2024,$345.16,37167620,$336.08,$345.45,$334.6501
11/27/2024,$332.89,57896440,$341.80,$342.55,$326.59
11/26/2024,$338.23,62295860,$341.00,$346.96,$335.66
11/25/2024,$338.59,95890900,$360.14,$361.93,$338.20
11/22/2024,$352.56,89140720,$341.085,$361.53,$337.70
11/21/2024,$339.64,58011720,$343.81,$347.9899,$335.28
11/20/2024,$342.03,66340650,$345.00,$346.5999,$334.30
11/19/2024,$346.00,88852450,$335.76,$347.3799,$332.75
11/18/2024,$338.74,126547500,$340.73,$348.5499,$330.01
11/15/2024,$320.72,114440300,$310.57,$324.6799,$309.22
11/14/2024,$311.18,120726100,$327.69,$329.98,$310.37
11/13/2024,$330.24,125405600,$335.85,$344.5999,$322.50
11/12/2024,$328.49,155726000,$342.74,$345.84,$323.31
11/11/2024,$350.00,210521600,$346.30,$358.64,$336.00
11/08/2024,$321.22,204782800,$299.14,$328.71,$297.66
11/07/2024,$296.91,117309200,$288.89,$299.75,$285.52
11/06/2024,$288.53,165228700,$284.67,$289.59,$275.62
11/05/2024,$251.44,69282510,$247.34,$255.2799,$246.2101
11/04/2024,$242.84,68802350,$244.56,$248.90,$238.88
11/01/2024,$248.98,57544760,$252.043,$254.00,$246.63
10/31/2024,$249.85,66575290,$257.99,$259.75,$249.25
10/30/2024,$257.55,53993580,$258.035,$263.35,$255.8201
10/29/2024,$259.52,80521750,$264.51,$264.98,$255.51
10/28/2024,$262.51,107653600,$270.00,$273.536,$262.24
10/25/2024,$269.19,161611900,$256.01,$269.49,$255.32
10/24/2024,$260.48,204491900,$244.68,$262.1199,$242.65
10/23/2024,$213.65,80938890,$217.125,$218.72,$212.11
10/22/2024,$217.97,43268740,$217.31,$218.22,$215.26
10/21/2024,$218.85,47328990,$218.90,$220.48,$215.726
10/18/2024,$220.70,49611870,$220.71,$222.28,$219.23
10/17/2024,$220.89,50791780,$221.59,$222.08,$217.90
10/16/2024,$221.33,49632820,$221.40,$222.8199,$218.93
10/15/2024,$219.57,62988790,$220.01,$224.26,$217.12
10/14/2024,$219.16,86291920,$220.13,$221.91,$213.74
10/11/2024,$217.80,142628900,$220.13,$223.34,$214.38
10/10/2024,$238.77,83087060,$241.81,$242.7899,$232.34
10/09/2024,$241.05,66289530,$243.82,$247.43,$239.51
10/08/2024,$244.50,56303160,$243.56,$246.21,$240.56
10/07/2024,$240.83,68113270,$249.00,$249.83,$240.70
10/04/2024,$250.08,86726290,$246.69,$250.96,$244.58
10/03/2024,$240.66,80729240,$244.48,$249.79,$237.81
10/02/2024,$249.02,93983930,$247.55,$251.1585,$241.50
10/01/2024,$258.02,87397610,$262.67,$263.98,$248.53
09/30/2024,$261.63,80873380,$259.04,$264.86,$255.77
09/27/2024,$260.46,70988070,$257.375,$260.6999,$254.12
09/26/2024,$254.22,67142190,$260.60,$261.75,$251.53
09/25/2024,$257.02,65034320,$252.54,$257.05,$252.28
09/24/2024,$254.27,88491000,$254.08,$257.19,$249.0501
09/23/2024,$250.00,86927190,$242.61,$250.00,$241.92
09/20/2024,$238.25,99879070,$241.52,$243.99,$235.92
09/19/2024,$243.92,102694600,$234.00,$244.24,$232.13
09/18/2024,$227.20,78010200,$230.09,$235.68,$226.88
09/17/2024,$227.87,66761640,$229.45,$234.57,$226.5533
09/16/2024,$226.78,54323000,$229.30,$229.96,$223.53
09/13/2024,$230.29,59515110,$228.00,$232.67,$226.32
09/12/2024,$229.81,72020040,$224.66,$231.45,$223.83
09/11/2024,$228.13,83548630,$224.55,$228.47,$216.8003
Date,Close/Last,Volume,Open,High,Low
03/10/2025,$380.16,32840130,$385.84,$386.40,$377.22
03/07/2025,$393.31,22034090,$392.32,$394.80,$385.54
03/06/2025,$396.89,23304630,$394.28,$402.15,$392.6777
03/05/2025,$401.02,23433130,$389.34,$401.67,$388.81
03/04/2025,$388.61,29342920,$383.40,$392.58,$381.00
03/03/2025,$388.49,23007730,$398.82,$398.82,$386.155
02/28/2025,$396.99,32845660,$392.655,$397.63,$386.57
02/27/2025,$392.53,21127410,$401.265,$405.74,$392.17
02/26/2025,$399.73,19618950,$398.01,$403.60,$394.245
02/25/2025,$397.90,29387400,$401.10,$401.915,$396.70
02/24/2025,$404.00,26443660,$408.51,$409.37,$399.32
02/21/2025,$408.21,27524800,$417.335,$418.048,$407.89
02/20/2025,$416.13,23508730,$415.29,$419.31,$412.54
02/19/2025,$414.77,24114200,$407.88,$415.49,$407.65
02/18/2025,$409.64,21423050,$408.00,$410.597,$406.50
02/14/2025,$408.43,22758460,$407.79,$408.91,$405.88
02/13/2025,$410.54,23891730,$407.00,$411.00,$406.36
02/12/2025,$409.04,19121730,$407.21,$410.75,$404.3673
02/11/2025,$411.44,18140590,$409.64,$412.49,$409.30
02/10/2025,$412.22,20817920,$413.71,$415.4624,$410.92
02/07/2025,$409.75,22886840,$416.48,$418.65,$408.10
02/06/2025,$415.82,16309760,$414.00,$418.20,$414.00
02/05/2025,$413.29,16336190,$412.35,$413.827,$410.40
02/04/2025,$412.37,20532100,$412.685,$413.9199,$409.74
02/03/2025,$410.92,25679150,$411.60,$415.41,$408.66
01/31/2025,$415.06,34223390,$418.98,$420.69,$414.91
01/30/2025,$414.99,54586260,$418.77,$422.86,$413.16
01/29/2025,$442.33,23581370,$446.69,$446.88,$440.40
01/28/2025,$447.20,23491700,$434.60,$448.38,$431.38
01/27/2025,$434.56,35647810,$424.01,$435.20,$423.50
01/24/2025,$444.06,15549450,$445.16,$446.65,$441.40
01/23/2025,$446.71,18389270,$442.00,$446.75,$441.5048
01/22/2025,$446.20,27803810,$437.56,$447.27,$436.00
01/21/2025,$428.50,26085700,$430.20,$430.8999,$425.595
01/17/2025,$429.03,26197510,$434.085,$434.48,$428.17
01/16/2025,$424.58,15300020,$428.695,$429.49,$424.39
01/15/2025,$426.31,19637840,$419.13,$428.15,$418.265
01/14/2025,$415.67,16935860,$417.81,$419.74,$410.72
01/13/2025,$417.19,17604780,$415.235,$418.50,$412.29
01/10/2025,$418.95,20201130,$424.63,$424.71,$415.02
01/08/2025,$424.56,15054580,$423.46,$426.97,$421.54
01/07/2025,$422.37,18139070,$429.00,$430.65,$420.80
01/06/2025,$427.85,20573650,$428.00,$434.32,$425.4774
01/03/2025,$423.35,16662940,$421.08,$424.03,$419.54
01/02/2025,$418.58,16896470,$425.53,$426.07,$414.85
12/31/2024,$421.50,13246510,$426.10,$426.73,$420.66
12/30/2024,$424.83,13158700,$426.06,$427.55,$421.90
12/27/2024,$430.53,18117710,$434.60,$435.22,$426.35
12/26/2024,$438.11,8199927,$439.08,$440.94,$436.63
12/24/2024,$439.33,7164543,$434.65,$439.60,$434.19
12/23/2024,$435.25,19152520,$436.74,$437.65,$432.83
12/20/2024,$436.60,64263690,$433.11,$443.74,$428.63
12/19/2024,$437.03,22963680,$441.62,$443.1834,$436.32
12/18/2024,$437.39,24444550,$451.32,$452.65,$437.02
12/17/2024,$454.46,22733490,$451.01,$455.29,$449.57
12/16/2024,$451.59,23598830,$447.27,$452.18,$445.28
12/13/2024,$447.27,20177830,$448.435,$451.43,$445.58
12/12/2024,$449.56,20834780,$449.11,$456.1648,$449.11
12/11/2024,$448.99,19200210,$444.05,$450.35,$444.05
12/10/2024,$443.33,18469460,$444.39,$449.62,$441.60
12/09/2024,$446.02,19144390,$442.60,$448.33,$440.50
12/06/2024,$443.57,18821000,$442.30,$446.10,$441.7703
12/05/2024,$442.62,21697780,$437.92,$444.66,$436.171
12/04/2024,$437.42,26009430,$433.03,$439.67,$432.63
12/03/2024,$431.20,18301990,$429.84,$432.47,$427.74
12/02/2024,$430.98,20207220,$421.57,$433.00,$421.31
11/29/2024,$423.46,16271920,$420.09,$424.8849,$417.80
11/27/2024,$422.99,18332440,$425.105,$427.2299,$422.02
11/26/2024,$427.99,23458890,$419.585,$429.0414,$418.85
11/25/2024,$418.79,27691090,$418.38,$421.08,$414.85
11/22/2024,$417.00,24814630,$411.365,$417.40,$411.06
11/21/2024,$412.87,20780160,$419.50,$419.78,$410.2887
11/20/2024,$415.49,19191660,$416.87,$417.29,$410.58
11/19/2024,$417.79,18133530,$413.11,$417.94,$411.55
11/18/2024,$415.76,24742010,$414.87,$418.4037,$412.10
11/15/2024,$415.00,28247640,$419.82,$422.80,$413.64
11/14/2024,$426.89,30246880,$425.00,$428.17,$420.00
11/13/2024,$425.20,21502190,$421.64,$429.325,$418.21
11/12/2024,$423.03,19401200,$418.25,$424.44,$417.20
11/11/2024,$418.01,24503320,$422.515,$424.81,$416.00
11/08/2024,$422.54,16891410,$425.32,$426.50,$421.78
11/07/2024,$425.43,19901780,$421.28,$426.85,$419.88
11/06/2024,$420.18,26681840,$412.42,$420.45,$410.52
11/05/2024,$411.46,17626010,$408.37,$414.90,$408.08
11/04/2024,$408.46,19672290,$409.80,$410.415,$405.5713
11/01/2024,$410.37,24230440,$409.01,$415.50,$407.50
10/31/2024,$406.35,53970980,$415.36,$416.16,$406.30
10/30/2024,$432.53,29749150,$437.435,$438.50,$432.10
10/29/2024,$431.95,17644080,$428.00,$433.17,$425.8001
10/28/2024,$426.59,14882440,$431.655,$431.94,$426.30
10/25/2024,$428.15,16899060,$426.76,$432.52,$426.565
10/24/2024,$424.73,13581630,$425.325,$425.9782,$422.40
10/23/2024,$424.60,19654380,$430.855,$431.08,$422.53
10/22/2024,$427.51,25482200,$418.49,$430.5793,$418.04
10/21/2024,$418.78,14206120,$416.12,$418.96,$413.7501
10/18/2024,$418.16,17145320,$417.14,$419.65,$416.2601
10/17/2024,$416.72,14820000,$422.36,$422.50,$415.59
10/16/2024,$416.12,15508930,$415.17,$416.36,$410.48
10/15/2024,$418.74,18900200,$422.18,$422.48,$415.26
10/14/2024,$419.14,16653090,$417.77,$424.04,$417.52
10/11/2024,$416.32,14144940,$416.135,$417.13,$413.25
10/10/2024,$415.84,13848380,$415.225,$417.35,$413.15
10/09/2024,$417.46,14974260,$415.86,$420.38,$414.30
10/08/2024,$414.71,19229260,$410.90,$415.66,$408.17
10/07/2024,$409.54,20919760,$416.00,$417.11,$409.00
10/04/2024,$416.06,19190910,$418.24,$419.75,$414.97
10/03/2024,$416.54,13686420,$417.63,$419.55,$414.29
10/02/2024,$417.13,16582260,$422.58,$422.82,$416.71
10/01/2024,$420.69,19092950,$428.45,$428.48,$418.81
09/30/2024,$430.30,16854610,$428.21,$430.42,$425.37
09/27/2024,$428.02,14896130,$431.52,$431.85,$427.47
09/26/2024,$431.31,14492040,$435.085,$435.30,$429.13
09/25/2024,$432.11,13396360,$429.83,$433.119,$428.57
09/24/2024,$429.17,17015750,$433.00,$433.35,$426.10
09/23/2024,$433.51,15128890,$434.28,$436.46,$430.3889
09/20/2024,$435.27,55167110,$437.22,$439.24,$434.22
09/19/2024,$438.69,21706560,$441.225,$441.50,$436.90
09/18/2024,$430.81,18898040,$435.00,$436.03,$430.41
09/17/2024,$435.15,18874230,$440.23,$441.85,$432.27
09/16/2024,$431.34,13834700,$430.60,$433.53,$428.22
09/13/2024,$430.59,15874560,$425.825,$431.83,$425.46
09/12/2024,$427.00,17418760,$423.31,$427.3692,$419.75
09/11/2024,$423.04,19266920,$415.50,$423.99,$409.58
Date,Close/Last,Volume,Open,High,Low
03/10/2025,$106.98,366487400,$109.90,$111.85,$105.46
03/07/2025,$112.69,341755500,$111.25,$113.48,$107.56
03/06/2025,$110.57,321181900,$113.53,$115.35,$110.22
03/05/2025,$117.30,284337900,$117.58,$118.2781,$114.51
03/04/2025,$115.99,398163300,$110.645,$119.31,$110.11
03/03/2025,$114.06,411381400,$123.51,$123.70,$112.28
02/28/2025,$124.92,389091100,$118.02,$125.09,$116.40
02/27/2025,$120.15,443175800,$135.00,$135.01,$120.01
02/26/2025,$131.28,322553800,$129.985,$133.73,$128.49
02/25/2025,$126.63,271428700,$129.98,$130.20,$124.44
02/24/2025,$130.28,251381100,$136.56,$138.59,$130.08
02/21/2025,$134.43,228217600,$140.04,$141.46,$134.03
02/20/2025,$140.11,143903600,$140.03,$140.66,$136.7901
02/19/2025,$139.23,167536000,$139.51,$141.36,$137.22
02/18/2025,$139.40,219176600,$141.27,$143.44,$137.925
02/14/2025,$138.85,195479600,$136.48,$139.25,$135.50
02/13/2025,$135.29,197430000,$131.555,$136.50,$131.17
02/12/2025,$131.14,160278600,$130.02,$132.24,$129.08
02/11/2025,$132.80,178902400,$132.58,$134.48,$131.02
02/10/2025,$133.57,216989100,$130.09,$135.00,$129.96
02/07/2025,$129.84,228186300,$129.22,$130.37,$125.00
02/06/2025,$128.68,251483600,$127.42,$128.77,$125.21
02/05/2025,$124.83,263110600,$121.76,$125.00,$120.76
02/04/2025,$118.65,256550000,$116.96,$121.20,$116.70
02/03/2025,$116.66,371235700,$114.75,$118.57,$113.01
01/31/2025,$120.07,390372900,$123.78,$127.85,$119.19
01/30/2025,$124.65,392925500,$123.10,$125.00,$118.10
01/29/2025,$123.70,467120600,$126.50,$126.89,$120.05
01/28/2025,$128.99,579666400,$121.81,$129.00,$116.25
01/27/2025,$118.42,818830900,$124.80,$128.40,$116.70
01/24/2025,$142.62,234657600,$148.37,$148.97,$141.88
01/23/2025,$147.22,155915500,$145.05,$147.23,$143.72
01/22/2025,$147.07,237651400,$144.66,$147.79,$143.67
01/21/2025,$140.83,197749000,$139.16,$141.83,$137.09
01/17/2025,$137.71,201188800,$136.69,$138.50,$135.4649
01/16/2025,$133.57,209235600,$138.64,$138.75,$133.49
01/15/2025,$136.24,185217300,$133.65,$136.45,$131.29
01/14/2025,$131.76,195590500,$136.05,$136.38,$130.05
01/13/2025,$133.23,204808900,$129.99,$133.49,$129.51
01/10/2025,$135.91,207602500,$137.45,$139.92,$134.22
01/08/2025,$140.11,227349900,$142.58,$143.95,$137.56
01/07/2025,$140.14,351782200,$153.03,$153.13,$140.01
01/06/2025,$149.43,265377400,$148.59,$152.156,$147.8201
01/03/2025,$144.47,229322500,$140.01,$144.90,$139.73
01/02/2025,$138.31,198247200,$136.00,$138.88,$134.63
12/31/2024,$134.29,155659200,$138.03,$138.07,$133.83
12/30/2024,$137.49,167734700,$134.83,$140.27,$134.02
12/27/2024,$137.01,170582600,$138.55,$139.02,$134.71
12/26/2024,$139.93,116519100,$139.70,$140.85,$137.73
12/24/2024,$140.22,105157000,$140.00,$141.90,$138.65
12/23/2024,$139.67,176053500,$136.28,$139.79,$135.1201
12/20/2024,$134.70,306528600,$129.81,$135.28,$128.22
12/19/2024,$130.68,209719200,$131.76,$134.03,$129.55
12/18/2024,$128.91,277444500,$133.86,$136.70,$128.28
12/17/2024,$130.39,259410300,$129.09,$131.59,$126.86
12/16/2024,$132.00,237951100,$134.18,$134.40,$130.42
12/13/2024,$134.25,231514900,$138.94,$139.60,$132.54
12/12/2024,$137.34,159211400,$137.08,$138.44,$135.80
12/11/2024,$139.31,184905200,$137.36,$140.17,$135.21
12/10/2024,$135.07,210020900,$139.01,$141.82,$133.79
12/09/2024,$138.81,189308600,$138.97,$139.95,$137.13
12/06/2024,$142.44,188505600,$144.60,$145.70,$141.31
12/05/2024,$145.06,172621200,$145.11,$146.54,$143.95
12/04/2024,$145.14,231224300,$141.995,$145.79,$140.29
12/03/2024,$140.26,164414000,$138.26,$140.54,$137.95
12/02/2024,$138.63,171682800,$138.83,$140.45,$137.825
11/29/2024,$138.25,141863200,$136.78,$139.35,$136.05
11/27/2024,$135.34,226370900,$135.01,$137.22,$131.80
11/26/2024,$136.92,190287700,$137.70,$139.30,$135.67
11/25/2024,$136.02,344941900,$141.99,$142.05,$135.82
11/22/2024,$141.95,236406200,$145.93,$147.16,$141.10
11/21/2024,$146.67,400946600,$149.35,$152.89,$140.70
11/20/2024,$145.89,309871700,$147.41,$147.56,$142.73
11/19/2024,$147.01,227834900,$141.32,$147.13,$140.99
11/18/2024,$140.15,221866000,$139.50,$141.55,$137.15
11/15/2024,$141.98,250132900,$144.87,$145.24,$140.08
11/14/2024,$146.76,194463300,$147.64,$149.00,$145.55
11/13/2024,$146.27,191903300,$149.07,$149.33,$145.90
11/12/2024,$148.29,198634700,$146.78,$149.65,$146.01
11/11/2024,$145.26,182325600,$148.68,$148.85,$143.57
11/08/2024,$147.63,175665800,$148.77,$149.77,$146.26
11/07/2024,$148.88,207323300,$146.39,$148.93,$146.17
11/06/2024,$145.61,242043900,$142.96,$146.49,$141.96
11/05/2024,$139.91,160537400,$137.45,$140.3701,$137.33
11/04/2024,$136.05,187528200,$137.21,$138.96,$135.57
11/01/2024,$135.40,207127800,$134.70,$137.31,$134.57
10/31/2024,$132.76,270039600,$137.60,$137.61,$132.1106
10/30/2024,$139.335,179418100,$139.54,$140.33,$136.81
10/29/2024,$141.25,157593600,$140.285,$142.2598,$138.90
10/28/2024,$140.52,173586700,$143.00,$143.14,$140.05
10/25/2024,$141.54,205122100,$140.93,$144.13,$140.80
10/24/2024,$140.41,172354900,$140.82,$141.35,$138.46
10/23/2024,$139.56,285930000,$142.03,$142.43,$137.46
10/22/2024,$143.59,226311600,$142.91,$144.42,$141.78
10/21/2024,$143.71,264554500,$138.13,$143.71,$138.00
10/18/2024,$138.00,176090200,$138.665,$138.90,$137.28
10/17/2024,$136.93,306435900,$139.34,$140.89,$136.87
10/16/2024,$135.72,264879700,$133.98,$136.62,$131.58
10/15/2024,$131.60,377831000,$137.87,$138.57,$128.74
10/14/2024,$138.07,232347700,$136.47,$139.60,$136.30
10/11/2024,$134.80,170209500,$134.01,$135.78,$133.66
10/10/2024,$134.81,242311300,$131.91,$135.00,$131.00
10/09/2024,$132.65,246191600,$134.11,$134.52,$131.38
10/08/2024,$132.89,285722500,$130.26,$133.48,$129.42
10/07/2024,$127.72,346250200,$124.99,$130.64,$124.95
10/04/2024,$124.92,244465600,$124.94,$125.04,$121.83
10/03/2024,$122.85,277118000,$120.92,$124.36,$120.3401
10/02/2024,$118.85,221845900,$116.44,$119.38,$115.14
10/01/2024,$117.00,302094500,$121.765,$122.4351,$115.79
09/30/2024,$121.44,227053700,$118.31,$121.50,$118.15
09/27/2024,$121.40,271009200,$123.97,$124.03,$119.26
09/26/2024,$124.04,302582900,$126.80,$127.665,$121.80
09/25/2024,$123.51,284692900,$122.02,$124.94,$121.61
09/24/2024,$120.87,354966800,$116.515,$121.80,$115.38
09/23/2024,$116.26,206228500,$116.55,$116.99,$114.86
09/20/2024,$116.00,382462400,$117.06,$118.6181,$115.3901
09/19/2024,$117.87,293506400,$117.35,$119.66,$117.25
09/18/2024,$113.37,310318900,$115.89,$117.70,$113.22
09/17/2024,$115.59,231925900,$118.17,$118.80,$114.83
09/16/2024,$116.78,248772300,$116.79,$118.18,$114.36
09/13/2024,$119.10,238358300,$119.08,$119.955,$117.60
09/12/2024,$119.14,367100500,$116.84,$120.79,$115.38
09/11/2024,$116.91,441422400,$109.39,$117.19,$107.42
Date,Close/Last,Volume,Open,High,Low
03/10/2025,$76.38,136843800,$82.00,$82.6899,$74.57
03/07/2025,$84.91,105377100,$80.025,$85.16,$79.15
03/06/2025,$80.46,117340600,$87.505,$88.34,$80.01
03/05/2025,$90.13,116053000,$86.35,$90.30,$82.50
03/04/2025,$84.40,116800300,$80.16,$88.50,$79.30
03/03/2025,$83.42,114573900,$88.55,$90.4796,$82.53
02/28/2025,$84.92,125977400,$79.98,$85.18,$78.58
02/27/2025,$84.77,99680480,$91.91,$93.62,$84.17
02/26/2025,$89.31,94846190,$89.16,$91.69,$87.59
02/25/2025,$87.84,132626300,$90.65,$91.70,$85.25
02/24/2025,$90.68,184485000,$95.88,$99.01,$89.30
02/21/2025,$101.35,129063200,$107.68,$109.07,$100.00
02/20/2025,$106.27,243093900,$102.91,$107.40,$95.80
02/19/2025,$112.06,147487300,$123.86,$125.41,$108.56
02/18/2025,$124.62,84227160,$120.94,$125.00,$118.43
02/14/2025,$119.16,65528860,$117.90,$120.67,$116.80
02/13/2025,$117.91,60026970,$117.31,$118.39,$115.1501
02/12/2025,$117.39,75316880,$110.29,$117.59,$110.00
02/11/2025,$112.62,94311710,$116.50,$118.66,$112.10
02/10/2025,$116.65,99938070,$112.03,$116.76,$108.72
02/07/2025,$110.85,143795400,$111.66,$116.30,$110.45
02/06/2025,$111.28,128217500,$101.09,$111.545,$100.26
02/05/2025,$101.36,90792350,$101.78,$103.57,$99.32
02/04/2025,$103.83,230806800,$102.80,$106.91,$100.51
02/03/2025,$83.74,126592700,$80.125,$84.25,$78.47
01/31/2025,$82.49,79000220,$81.00,$85.22,$80.87
01/30/2025,$81.22,46067530,$80.02,$81.8299,$79.38
01/29/2025,$79.76,49262160,$79.95,$80.8199,$77.81
01/28/2025,$80.23,65916660,$75.54,$80.74,$74.04
01/27/2025,$75.44,76093330,$74.07,$76.72,$72.67
01/24/2025,$78.98,77931910,$79.05,$82.24,$78.4401
01/23/2025,$78.98,55937900,$76.04,$79.00,$75.84
01/22/2025,$76.87,66876370,$74.50,$77.16,$73.80
01/21/2025,$73.07,56228970,$73.24,$73.6363,$70.6007
01/17/2025,$71.77,54753980,$70.90,$72.34,$69.95
01/16/2025,$69.24,62908660,$69.08,$71.43,$68.36
01/15/2025,$68.14,56025750,$68.55,$68.85,$67.08
01/14/2025,$65.91,56814900,$67.18,$68.23,$65.19
01/13/2025,$64.98,69046330,$64.29,$65.68,$63.40
01/10/2025,$67.26,78148640,$66.01,$68.20,$65.04
01/08/2025,$68.23,91349510,$68.12,$69.53,$66.51
01/07/2025,$69.99,91727350,$75.20,$75.39,$69.75
01/06/2025,$75.92,105619500,$78.69,$80.06,$74.61
01/03/2025,$79.89,62415010,$75.39,$79.98,$75.19
01/02/2025,$75.19,72217190,$76.20,$76.53,$72.42
12/31/2024,$75.63,56267940,$77.58,$77.9796,$73.65
12/30/2024,$77.18,60850860,$77.04,$79.24,$76.11
12/27/2024,$79.08,66975890,$81.42,$82.00,$77.93
12/26/2024,$82.14,60547750,$83.16,$83.49,$81.30
12/24/2024,$82.38,64983260,$81.09,$84.7968,$81.00
12/23/2024,$80.69,93819480,$80.65,$82.02,$77.41
12/20/2024,$80.55,281230800,$72.64,$80.66,$71.50
12/19/2024,$74.21,99524330,$73.99,$76.59,$73.37
12/18/2024,$71.51,109643400,$74.30,$77.60,$70.27
12/17/2024,$74.39,75469390,$73.28,$75.32,$71.70
12/16/2024,$75.75,126099600,$75.06,$77.82,$71.16
12/13/2024,$76.07,76172790,$73.49,$76.10,$72.45
12/12/2024,$73.20,73859670,$72.30,$75.38,$71.90
12/11/2024,$72.51,89477660,$72.98,$73.00,$68.07
12/10/2024,$70.89,89672470,$71.99,$75.56,$70.73
12/09/2024,$72.46,168134800,$80.58,$80.91,$71.05
12/06/2024,$76.34,93640900,$72.95,$76.82,$72.28
12/05/2024,$71.87,66585760,$70.11,$72.98,$69.89
12/04/2024,$69.85,86284800,$71.13,$71.18,$67.28
12/03/2024,$70.96,100751400,$66.41,$71.37,$66.15
12/02/2024,$66.39,46404970,$67.44,$67.88,$65.96
11/29/2024,$67.08,30104050,$65.89,$67.16,$65.47
11/27/2024,$66.05,53839900,$66.24,$67.56,$64.24
11/26/2024,$65.74,46923570,$64.57,$65.85,$63.89
11/25/2024,$64.65,80640470,$66.90,$67.88,$64.08
11/22/2024,$64.35,61381710,$61.60,$64.44,$61.37
11/21/2024,$61.36,56336740,$62.04,$63.40,$60.895
11/20/2024,$62.12,59182180,$62.59,$63.08,$59.96
11/19/2024,$62.98,75557820,$59.51,$63.01,$59.265
11/18/2024,$61.26,137877600,$64.92,$64.92,$58.85
11/15/2024,$65.77,155280400,$61.01,$66.00,$60.91
